2016-05-20-:-8802ca2d-0032-0500-909f-4440a7884a42	2, 51, 4, 47, 51, 50, 4, 51, 4, 2, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 2, 51
2016-05-21-:-01cf3ec6-8631-0500-b8ce-0e40237b4342	2, 51, 1, 51
2016-05-21-:-79788731-c932-0500-14ce-4440e28c4a42	2, 51, 2, 51, 4, 47, 42, 39, 52
2016-05-21-:-8802ca2d-0032-0500-909f-4440a7884a42	2, 51, 4, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 1, 51
2016-05-21-:-ea3af03f-0332-0500-c9cd-4440eb8c4a42	2, 51, 47, 51, 47, 43, 47, 4, 47, 4, 3, 4, 51, 4, 51, 1, 51
2016-05-23-:-322d1b03-1933-0500-cfce-4440df8c4a42	2, 1, 51, 4, 51, 4, 51, 4, 4, 4, 51, 4, 51, 4, 6, 47, 47, 40, 24, 30, 29, 23, 29, 23, 24, 23, 24, 23, 24, 23, 29, 30, 22, 21, 22, 21, 22, 21, 20, 21, 13, 21, 20, 21, 22, 34, 22, 21, 22, 20, 30, 34, 33, 34, 30, 29, 30, 32, 31, 32, 31, 32, 31, 32, 28, 49, 46, 42, 44
2016-05-23-:-79788731-c932-0500-14ce-4440e28c4a42	4, 51, 4, 51, 4, 51, 4, 4, 2, 51
2016-05-23-:-903fc408-1933-0500-c2ce-4440e18c4a42	1, 51, 51, 51, 1, 51, 3, 4, 6, 8, 7, 8, 47, 8, 9, 12, 7, 12, 10, 9, 10, 11, 9, 10, 12, 9, 8, 47, 39, 52, 39, 41, 47, 18, 47, 40, 52, 39, 47, 39, 52, 39, 42, 39, 52, 39, 52, 45, 44, 45, 25, 45, 27, 26, 27, 31, 26, 32, 30, 29, 23, 29, 30, 29, 30, 34, 33, 22, 22, 34, 22, 34, 22, 33, 34, 30, 22, 20, 21, 22, 21, 22, 30, 22, 20, 21, 24, 23, 29, 30, 20, 30, 29, 32, 31, 32, 49, 48, 50, 48, 50, 48, 50, 48, 50
2016-05-23-:-e22c5e98-a432-0500-47ce-4440df8c4a42	2, 51, 4, 47, 4, 51, 4, 51, 4, 51, 4, 4, 51, 4, 51, 4, 4, 51, 1, 51, 4, 47, 14, 16, 17, 15, 13, 11, 13, 15, 14, 47, 16, 17, 31, 32, 30, 32, 31, 32, 31, 32, 30, 32, 30, 34, 33, 34, 30, 29, 30, 29, 30, 24, 23, 29, 23, 29, 25, 27, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 30, 32, 30, 32, 31, 32, 31, 32, 31, 32, 30, 32, 27, 25, 27, 45, 52, 39, 47, 42, 46, 49, 46, 49, 28, 49, 48, 1, 48, 50, 1, 51, 47, 42, 39, 45, 27, 26, 26, 44, 26, 44, 26, 28, 26, 31, 26, 31, 26, 31, 26, 31
2016-05-24-:-6f5c84ff-1833-0500-a6ce-4440d98c4a42	2, 51, 4, 51, 4, 6, 8, 6, 8, 47, 14, 47, 16, 18, 47, 41, 52, 40, 47, 18, 19, 18, 40, 52, 40, 18, 19, 18, 40, 52, 39, 47, 40, 24, 30, 20, 30, 29, 30, 32, 27, 26, 31, 26, 31, 26, 31, 26, 28, 44, 26, 44, 26, 26, 28, 49, 48, 49, 48, 50
2016-05-25-:-2ced5415-de31-0500-e2cf-0e40207b4342	2, 51, 47, 4, 47, 51, 4, 47, 6, 47, 8, 47, 39, 52, 40, 47, 18, 16, 47, 16, 14, 47, 9, 12, 9, 7, 9, 7, 7, 7, 8, 7, 9, 12, 14, 16, 18, 40, 52, 39, 47, 6, 4, 6, 4, 6, 4, 6, 4, 6, 4, 3, 5, 3, 5, 3, 5, 3, 5, 3, 5, 3, 5, 7, 5, 3, 5, 3, 5, 5, 5, 5, 6, 4, 3, 4, 3, 6, 4, 6, 4, 6, 1, 6, 4, 6, 4, 6, 8, 47, 14, 16, 18, 20, 21, 19, 18, 40, 24, 30, 24, 30, 20, 30, 29, 30, 34, 29, 30, 34, 33, 35, 37, 38, 37, 35, 33, 35, 33, 35, 33, 35, 37, 38, 32, 49, 32, 42, 42, 39, 42, 47, 8, 9, 8, 7, 9, 12, 9, 47, 14, 16, 18, 47, 40, 52, 39, 52, 45, 27, 25, 29, 23, 29, 23, 24, 20, 24, 20, 18, 20, 18, 19, 21, 19, 21, 20, 24, 20, 30, 20, 30, 29, 30, 34, 30, 32, 34, 33, 35, 37, 38, 32, 38, 1, 38, 32, 28, 49, 48, 49, 48, 51, 1
2016-05-26-:-6f5c84ff-1833-0500-a6ce-4440d98c4a42	1, 2, 51, 47
2016-05-26-:-903fc408-1933-0500-c2ce-4440e18c4a42	1, 2, 51, 4, 6, 47, 8, 9, 12, 10, 11, 13, 11, 10, 11, 10, 9, 7
2016-05-26-:-9bdbf288-a131-0500-05ce-0e40227b4342	51, 2, 51, 2, 51, 51
2016-05-26-:-d4adb0f1-1833-0500-a6ce-4440db8c4a42	1, 51, 4, 51, 47, 51, 2, 51, 2, 51, 2, 51, 4, 51, 47, 51, 4, 47, 51, 1, 51, 48, 1, 47, 1, 47, 4, 6, 8, 7, 8, 9, 12, 13, 15, 17, 16, 47, 41, 52, 40, 18, 20, 24, 20, 24, 23, 29, 23, 29, 25, 45, 39, 47, 39, 41, 39, 47, 39, 52, 39, 42, 49, 48, 49, 48, 49, 1, 47, 49, 51, 48, 51, 50, 1, 1
2016-05-27-:-01cf3ec6-8631-0500-b8ce-0e40237b4342	50, 4, 51, 4, 51, 2, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 2, 51, 4, 51, 4, 51
2016-05-27-:-6f5c84ff-1833-0500-a6ce-4440d98c4a42	2, 1, 51, 4, 4, 3, 5, 7, 5, 6, 5, 8, 7, 8, 7, 9, 7, 9, 7, 9, 7, 9, 7, 9, 7, 9, 7, 9, 7, 9, 12, 9, 47, 39, 41, 47, 14, 39, 52, 39, 52, 39, 42, 39, 42, 39, 47, 6, 4, 6, 4, 6, 5, 6, 47, 51, 47, 8, 47, 51, 6, 47, 51, 4, 4, 6, 47, 6, 4, 6, 8, 9, 14, 47, 18, 16, 47, 16, 14, 47, 43, 51, 49, 47, 49, 47, 43, 47, 43, 47, 4, 6, 8, 7, 8, 9, 9, 12, 9, 12, 10, 9, 7, 9, 51, 11, 10, 11, 12, 9, 8, 47, 6, 4, 47, 43, 51, 49, 47, 49, 49, 49, 49, 49, 49, 48, 49, 51, 50
2016-05-27-:-903fc408-1933-0500-c2ce-4440e18c4a42	1, 51, 4, 6, 8, 47, 41, 47, 41, 47, 16, 47, 9, 12, 10, 12, 10, 12, 13, 12, 47, 14, 16, 16, 18, 47, 18, 40, 24, 30, 29, 30, 32, 30, 32, 38, 32, 38, 37, 38, 32, 49, 48, 49, 51, 49, 51, 50, 1, 51, 4, 51, 4, 47, 4, 47, 42, 47, 42, 47, 42, 47, 47, 39, 52, 39, 52, 47, 18, 19, 18, 19, 18, 19, 17, 19, 18, 19, 31, 32, 31, 32, 30, 25, 30, 25, 32, 30, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 31, 32, 49, 48, 51
2016-05-27-:-d4adb0f1-1833-0500-a6ce-4440db8c4a42	1, 51, 4, 47, 51, 47, 51, 50
2016-05-28-:-322d1b03-1933-0500-cfce-4440df8c4a42	1, 51, 4, 51, 3, 4, 3, 4, 6, 8, 7, 8, 7, 8, 47, 8, 47, 41, 47, 41, 52, 40, 47, 14, 47, 16, 47, 16, 18, 19, 18, 19, 18, 40, 52, 23, 52, 23, 52, 23, 52, 23, 52, 25, 45, 52, 39, 47, 39, 52, 39, 47, 42, 47, 42, 47, 6, 8, 7, 8, 7, 8, 6, 4, 47, 43, 47, 43, 47, 47, 43, 47, 8, 7, 8, 6, 47, 42, 46, 49, 28, 26, 31, 32, 30, 35, 31, 32, 31, 32, 31, 32, 31, 32, 38, 37, 38, 37
2016-05-28-:-e22c5e98-a432-0500-47ce-4440df8c4a42	1, 51, 47, 14, 16, 18, 20, 21, 22, 21, 19, 18, 40, 18, 47, 16, 17, 50, 44, 45, 44, 45, 27, 26, 28, 49
2016-05-28-:-ea3af03f-0332-0500-c9cd-4440eb8c4a42	1, 2, 51, 4, 3, 2, 51, 4, 6, 5, 6, 5, 6, 5, 21, 5, 7, 8, 47, 41, 52, 40, 18, 20, 30, 34, 33, 34, 30, 29, 30, 29, 30, 32, 27, 25, 23, 25, 27, 26, 32, 31, 32, 38, 37, 38, 32, 38, 37, 38, 32
2016-05-30-:-d4adb0f1-1833-0500-a6ce-4440db8c4a42	1, 2, 51
2016-05-31-:-6f5c84ff-1833-0500-a6ce-4440d98c4a42	1, 51, 1, 4, 51, 1, 51, 4, 51, 2, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 4, 51, 4, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 51, 4, 51, 4, 51, 2, 51, 1, 2, 1, 2, 1, 2
2016-05-31-:-8802ca2d-0032-0500-909f-4440a7884a42	2, 1, 51, 4, 47, 14, 16, 47, 16, 18, 47, 18, 19, 19, 21, 19, 18, 19, 18, 40, 20, 24, 20, 24, 23, 29, 23, 29, 23, 29, 23, 29, 23, 29, 23, 24, 30, 29, 30, 34, 30, 29, 30, 29, 30, 29, 30, 34, 33, 35, 36, 35, 33, 34, 32, 30, 32, 27, 45, 39, 52, 39, 47, 39, 52, 39, 47, 42, 37, 44, 27, 26, 27, 25, 52, 39, 52, 25, 27, 26, 31, 26, 31, 26, 27, 25, 23, 29, 30, 34, 30, 29, 30, 32, 31, 32, 28, 49, 48, 49, 48, 48
2016-05-31-:-ea3af03f-0332-0500-c9cd-4440eb8c4a42	1, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51
2016-06-01-:-1d9675be-a432-0500-fdcd-4440e08c4a42	1, 51, 47, 14, 16, 17, 16, 14, 41, 47, 47, 4, 3, 4, 47, 42, 47, 42, 39, 52, 45, 27, 32, 31, 32, 30, 29, 32, 36, 32, 31, 32, 31, 32, 31, 32, 31, 32, 27, 25, 27, 25, 27, 26, 27, 26, 28, 49, 48, 51, 48
2016-06-01-:-649c1d14-a031-0500-26cd-0e40347b4342	1, 51, 47, 47, 43, 47, 4, 47, 42, 42, 47, 42, 47, 4, 47, 47, 4, 47, 43, 42, 47, 49, 47, 49, 47, 43, 47, 43, 47, 51, 47, 4, 47, 4, 47, 47, 9, 12, 9, 7, 12, 14, 47, 16, 18, 16, 17, 19, 18, 20, 24, 20, 24, 20, 24, 40, 18, 16, 47, 41, 47, 39, 47, 51, 50, 50, 51, 4, 21, 4, 3, 5, 3, 4, 3, 5, 3, 5, 7, 7, 9, 12, 13, 15, 17, 19, 2
2016-06-01-:-8802ca2d-0032-0500-909f-4440a7884a42	1, 51, 3, 51, 4, 3, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51
2016-06-01-:-8aa24301-1933-0500-4dce-4440e08c4a42	1, 51, 50, 2, 51, 4, 3, 4, 47, 39, 52, 39, 42, 49, 48, 49, 51, 50, 51, 1, 51, 4, 6, 8, 7, 8, 7, 8, 47, 16, 47, 47, 47, 16, 18, 16, 17, 19, 18, 47, 18, 47, 40, 18, 40, 24, 23, 27, 26, 25, 27, 45, 52, 39, 42, 43, 42, 43, 47, 49, 49, 32, 38, 32, 28, 49, 47, 49, 51, 50, 50, 1
2016-06-02-:-9bdbf288-a131-0500-05ce-0e40227b4342	1, 51, 4, 3, 2, 51, 4, 6, 4, 6, 5, 6, 5, 6, 4, 3, 5, 5, 5, 3, 5, 3, 3, 5, 3, 4, 47, 42, 47, 6, 5, 6, 8, 6, 8, 47, 42, 19, 21, 20
2016-06-02-:-e22c5e98-a432-0500-47ce-4440df8c4a42	1, 51, 4, 3, 4, 47, 42, 39, 42, 39, 52, 39, 45, 44, 45, 44, 26, 44, 26, 44, 26, 44, 44, 26, 44, 45, 27, 25, 27, 25, 23, 52, 24, 30, 24, 30, 20, 21, 22, 21, 22, 21, 20, 30, 29, 23, 29, 32, 31, 32, 31, 32, 31, 31, 32, 38, 32, 31, 32, 30, 32, 27, 25, 52, 39, 52, 39, 47, 39, 42, 47, 43, 47, 49, 47, 49, 47, 42, 46, 49, 32, 49, 32, 49, 28, 49, 48
2016-06-02-:-ea3af03f-0332-0500-c9cd-4440eb8c4a42	2, 51, 47, 4, 47, 51, 50, 50, 51, 4, 47, 42, 39, 52, 52, 47, 41, 47, 18, 19, 18, 16, 14, 47, 8, 47, 8, 6, 4, 3, 4, 47, 42, 39, 52, 39, 47, 8, 47, 8, 47, 41, 52, 23, 52, 39, 42, 47, 42, 47, 43, 47, 14, 47, 16, 47, 41, 47, 18, 20, 20, 18, 20, 21, 20, 33, 35, 36, 32, 34, 33, 22, 34, 22, 33, 30, 29, 30, 29, 23, 29, 32, 34, 33, 35, 37, 38, 37
2016-06-03-:-9331006a-1933-0500-92ce-4440dc8c4a42	4, 2, 51
2016-06-04-:-7185e765-0532-0500-3ece-4440df8c4a42	51, 2, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51
2016-06-04-:-d4adb0f1-1833-0500-a6ce-4440db8c4a42	51, 47, 4, 47, 42, 39, 45, 44, 42, 44, 45, 39, 52, 39, 47, 40, 18, 24, 20, 24, 30, 34, 33, 33, 35, 37, 37, 38, 32, 38, 32, 31, 32, 31, 32, 30, 32, 31, 27, 25, 45, 44, 39, 47, 8, 47, 8, 7, 9, 12, 7, 12, 9, 12, 10, 12, 9, 7, 9, 9, 7, 9, 8, 47, 8, 47, 6, 4, 47, 43, 47, 49, 47, 43, 42, 39, 52, 45, 44, 46, 49, 28, 32, 38, 37, 35, 37, 38, 32, 38, 48, 32, 31, 32, 30, 32, 30, 29, 30, 20, 30, 20, 21, 19, 17, 19, 17, 16, 14, 15, 13, 14, 47, 9, 8, 47, 8, 47, 6, 47, 4, 6, 42, 49, 46, 28, 49, 48, 49, 48, 50, 1, 51, 47, 4, 51, 3, 2, 3, 4, 47, 42, 47, 42, 51, 47, 39, 47, 8, 7, 10, 11, 10, 12, 10, 12, 9, 7, 9, 12, 13, 47, 1, 47, 41, 47, 41, 47, 41, 47, 41, 47, 41, 47, 18, 19, 25, 45, 27, 26, 31, 32, 31, 32, 31, 30, 32, 31, 32, 31, 32, 31, 32, 31, 32, 30, 25, 32, 27, 26, 28, 49, 28, 49, 48, 50
2016-06-06-:-af807357-1933-0500-42ce-4440dd8c4a42	1, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 51, 4, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51, 4, 51
2016-06-06-:-beb6c163-1933-0500-a5ce-4440e18c4a42	1, 51, 1, 51, 4, 47, 4, 4, 51
2016-06-07-:-9bdbf288-a131-0500-05ce-0e40227b4342	1, 51, 47, 4, 47, 42, 47, 42, 47, 42, 39, 52, 39, 52, 40, 20, 21, 19, 18, 20, 21, 20, 30, 20, 22, 30, 34, 30, 34, 30, 34, 33, 35, 37, 48, 32, 28, 46, 49, 46, 42, 44, 46, 42, 42, 47, 49, 47, 49, 48, 50, 48
2016-06-08-:-409a1c9f-c034-0500-75bb-ae4081a64d42	11, 39, 11, 39, 11
2016-06-08-:-420d4a72-c534-0500-2dd7-454034854a42	47, 8, 50, 41, 47, 9, 12, 10, 11, 50, 11, 50, 11, 11, 11, 39, 11, 11, 11, 10, 9, 10, 11, 11, 11, 11, 10, 12, 12, 9, 7, 8, 47, 41, 47, 16, 18, 37, 18, 16, 14, 47, 8, 6, 4, 47, 43, 47, 43, 43, 49, 47, 43, 43, 43, 47, 43, 47, 4, 6, 5, 6, 8, 47, 8, 8, 47, 47, 48, 47, 4, 48, 47, 4, 47, 4, 6, 48, 6, 4, 47, 51, 47, 49, 47, 47, 47, 42, 42, 26, 4, 26, 4, 6, 26, 6, 5, 48, 11, 48, 11, 48, 11, 48, 11, 48, 11, 48, 11, 48, 11, 11, 7, 7, 7, 8, 11, 11, 12
